WHATID,ACTIVITYDATE,Created by,DESCRIPTION,TYPE,STATUS,PRIORITY,OWNER,SUBJECT
1010075,2013-04-16,Emily Hodos,"Feedback Call Notes from JKJ on 1/8/13: On the call: Kristin (PI)

Background: 
Been working to set this up for over a year. Have mentored some student teams, Kristin and others from the Aggie Challenge program – but they want to do it differently than Aggie Challenge, since the Challenge is focused on the academic not the commercialization, but helpful to have their support and $$. Student teams are early in the design process, will be ready for the NCIIA funding/new program. Also want to integrate into the study abroad program.

Met with lots of people in Rwanda, their students would be part of the ETeams. Could really get them manufactured and distributed she believes. Students will define the projects.

Partners with 1) Patrick Higiro (sent support letter) from EWH (he works part-time for them– also runs an engineering company.) He works with MOH to make sure hospitals are getting NEW equipment. Well connected politically and a real entrepreneur. Trained in medical equipment but also an entrepreneur – he would target the manufacturing and distribution functions.

2) KIST 
3) another smaller Technical College – will provide space for technical training.

Q1 Eship component – how wil you commercialize.

What is the program’s vision around eship? What process/structures are in place to support student commercialization?

Students, business mentors, Students and individual entrepreneurs from Rwanda would graduate and take this on and Texas A&M would support. Two A&M students want to move back to Cameroon and start a medical device company. 
Lots of young people in Rwanda who are recreating the company (young b/c of the genocide). Believes that Patrick is key to the commercialization efforts; she will speak with Patrick and detail a response on this.

(Kristen has not worked in Africa yet – went to TZ.)

Q2 describe EWH relationship

Sounded like the relationship is with Patrick who works part-time for EWH. We discussed the shift from medical device repair/what EWH does now and what’s proposed; they are pretty separate in Kristin’s mind.",Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2013/04/16 Emily Hodos
1010075,2013-04-16,Emily Hodos,Request submitted for revisions to award ltr. Change institution to Texas A&M Engineering Experiment Station and take out Mass reference in section 8. New award ltr FedExed on 4/16/13.,Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2013/04/16 Emily Hodos
1009948,2013-04-24,Katey Tobin,"Ch#6040 for $9,700.00 was sent on 4/9/13",Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2013/04/24 Katey Tobin
1009948,2013-04-25,Rachel Agoglia,"I have contacted Sean to see if he is still interested in the requested budget reallocation - if he is, I'll formalize and move forward.",Internal Note,Completed,Normal,00570000003QASWAA4,Post Award Note--2013/04/25 Rachel Agoglia
1010075,2013-05-01,Rachel Agoglia,Signed (revised) award letter received. see attached.,Internal Note,Completed,Normal,00570000003QASWAA4,Post Award Note--2013/05/01 Rachel Agoglia
1010027,2013-05-02,Katey Tobin,"Ch #6128 for $32,142.00 was sent on 5/2/13",Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2013/05/02 Katey Tobin
1010074,2013-05-15,Rachel Agoglia,signed award letter finally returned.  See attached.,Internal Note,Completed,Normal,00570000003QASWAA4,Post Award Note--2013/05/15 Rachel Agoglia
1010075,2013-05-17,Katey Tobin,Ck#6170 dated 5/13/2013 for $43790.00 was sent on 5/17/13,Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2013/05/17 Katey Tobin
1009948,2013-06-04,Theresa Eugene,Budget allocation has been approved. I have emailed PI and AC and provided them with a copy of the signed letter. I also mailed sign original letter to AC (Darryl Mori).,Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2013/06/04 Theresa Eugene
1010074,2013-06-13,Katey Tobin,"ACH for $37,040.00 confirmation # 1123366306 sent on 6/13/13",Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2013/06/13 Katey Tobin
1010027,2013-08-12,Rachel Agoglia,Kristi Dodbiba of the Office of Research and Sponsored Projects sent us Villanova's FY 2012 A-133 audit - not sure we'd ever need this (checked with Finance and they did not need to file it for their purposes but recommended we document).  I have attached it to this grant record.,Internal Note,Completed,Normal,00570000003QASWAA4,Post Award Note--2013/08/12 Rachel Agoglia
1010074,2013-08-29,Jennifer Keller Jackson,"Question from Mark : Jennifer,

We are getting ready to begin work on the Sustainable Visions grant we received and would like to re-budget the IIT Delhi portion (10074-12).  Do we need to get approval for that?  I have attached the IIT Delhi budget proposal.  It increases prototyping funds and decreases travel.  Can you let me know if you need any other information?

Thanks.

Mark
RESPONSE: Mark, 

I took a closer look at your request and the answer is no, NCIIA does not need to approve sub-awards or provide a budget reallocation in this case. From our perspective, the approved budget that was sent with your award letter (attached) is how we expect the funds to be disbursed and reported on (in those categories/line items). As long as you (ASU and IIT Dehli) do not exceed the line items spelled out in the approved budget, it is up to you to issue the sub-award and manage that transfer of funds and as the PI you have overall responsibility for the use of funds. 

For example, your approved travel is $8,400. Some of this you no doubt used coming to our conference in DC last spring. The remaining funds can be divided between IIT and ASU and include travel related expenses such as airfare, food, hotel etc. As long as the funds are used for travel directly related to the grant and do not exceed $8,400, NCIIA is satisfied. 

Hope this makes sense - let me know if you have any questions. Regards, Jennifer",Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2013/08/29 Jennifer Keller Jackson
1010027,2013-11-26,Jennifer Keller Jackson,"On the recent NCIIA grant for developing courses to have Villanova and UNI students work together on developing technologies and sustainable business models for rural Nicaraguans, we are making good progress. Prof. Maria Virginia Moncada of UNI has spent the fall semester with us and has been attending some entrepreneurship classes as well as preparing some of the lecture material for the first course. We have the first course approved for offering next spring and I have 8 students signed up for it at Villanova and 7 students at UNI are also ready to take the class. This is a good, manageable number for our first offering of the class. Ed Dougherty, Jim Klingler and I will be heading down to Nicaragua in early January to give an Introduction to Entrepreneurship workshop to UNI students and professors. This will be their initial orientation to business-related concepts. Again, things are moving well and it’s very exciting!
",Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2013/11/26 Jennifer Keller Jackson
1009948,2014-10-01,Rachel Agoglia,"prompted for FR in fall, 2014",Internal Note,Completed,Normal,00570000003QASWAA4,Post Award Note--2014/10/01 Rachel Agoglia
1010027,2014-10-01,Rachel Agoglia,prompted for IR in fall 2014 via ls,Internal Note,Completed,Normal,00570000003QASWAA4,Post Award Note--2014/10/01 Rachel Agoglia
1010075,2014-10-01,Rachel Agoglia,prompted for first IR in fall 2014 via ls,Internal Note,Completed,Normal,00570000003QASWAA4,Post Award Note--2014/10/01 Rachel Agoglia
1010027,2014-10-29,Rachel Agoglia,Pali got in touch - he may need extra time getting the IR submitted.,Internal Note,Completed,Normal,00570000003QASWAA4,Post Award Note--2014/10/29 Rachel Agoglia
1009948,2014-11-05,Jennifer Keller Jackson,"FR scored green but need some more detail - Hi Sean, thanks for the report on the planning grant. Sounds like the program is going well; can you give me some examples of the types of technology projects the students worked on (I'm curious)? And, do you think any of the projects will move forward - what are Unicef's plans?

No rush on responding - thanks so much, Jennifer",Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2014/11/05 Jennifer Keller Jackson
1010075,2014-11-07,Jennifer Keller Jackson,"IR scored green. Kristen, 

Thanks so much for the interim report and congrats on the work completed to date. How on earth did you manage to fund 33 students' travel to Rwanda?! And how will you continue to fund travel in the future (once people aren't scared to travel to Rwanda)?

I'll be really interested to hear about progress on the 3 projects - please keep me posted. Hope to see you at our next Open conference in DC next March. Regards, Jennifer

",Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2014/11/07 Jennifer Keller Jackson
1010075,2014-11-11,Jennifer Keller Jackson,"
The students pay for most of their travel expenses to Rwanda. Engineering World Health and Texas A&M also provide financial support to the students. These funds aren’t expected to go away after the VentureWell grant ends, so we should be able to continue. Thanks for your support!
",Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2014/11/11 Jennifer Keller Jackson
1009948,2014-12-23,Tonya Dixon,FINAL REPORT RECEIVED 11/03/2014. No unspent funds. See post award doc for link.,Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2014/12/23 Tonya Dixon
1010027,2014-12-23,Tonya Dixon,IR scored yellow by JKJ. See post award docs for link.,Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2014/12/23 Tonya Dixon
1010075,2014-12-23,Tonya Dixon,IR scored green by JKJ. See post award note for link.,Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2014/12/23 Tonya Dixon
1010074,2015-08-14,Rachel Agoglia,Grant and Contract Office Maura Martinez got in touch to request a NCE - we wlil extend thru 6/30/2016.,Internal Note,Completed,Normal,00570000003QASWAA4,Post Award Note--2015/08/14 Rachel Agoglia
1010074,2015-08-14,Patricia Boynton,"NCE approval letter sent to PI, AC and Maura Martinez. Letter attached below.",Internal Note,Completed,Normal,00570000001K3bpAAC,Post Award Note--2015/08/14 Patricia Boynton
1010074,2015-09-29,Patricia Boynton,PI prompted for fall 2015 IR via Lime Survey,Internal Note,Completed,Normal,00570000001K3bpAAC,Post Award Note--2015/09/29 Patricia Boynton
1010075,2015-09-29,Patricia Boynton,PI prompted for fall 2015 IR via Lime Survey,Internal Note,Completed,Normal,00570000001K3bpAAC,Post Award Note--2015/09/29 Patricia Boynton
1010075,2015-11-03,Tonya Dixon,IR received via Lime Survey 10/31/2015. Link is attached.,Internal Note,Completed,Normal,00570000004VlXPAA0,Post Award Note--2015/11/03 Tonya Dixon
1010074,2015-11-08,Michael Norton,"Interim Report received, attached.",Internal Note,Completed,Normal,00539000004pukIAAQ,Post Award Note--2015/11/08 Michael Norton
1010074,2016-01-01,Michael Norton,IR scored green,Internal Note,Completed,Normal,00539000004pukIAAQ,Post Award Note--2016/01/01 Michael Norton
1010075,2016-01-01,Michael Norton,IR scored green,Internal Note,Completed,Normal,00539000004pukIAAQ,Post Award Note--2016/01/01 Michael Norton
1010027,2016-08-18,Patricia Boynton,Never received 2015 interim report. Final report due October 2016 so will prompt for that.,Internal Note,Completed,Normal,00570000001K3bpAAC,Post Award Note--2016/08/18 Patricia Boynton
1010027,2016-08-25,Michael Norton,"Added interim report due 10/31/16. PI asking for NCE, Program Officer wants interim report before granting extension.",Internal Note,Completed,Normal,00539000004pukIAAQ,Post Award Note--2016/08/25 Michael Norton
1010027,2016-08-30,Michael Norton,"Interim Report received, link attached.",Internal Note,Completed,Normal,00539000004pukIAAQ,Post Award Note--2016/08/30 Michael Norton
1010027,2016-08-31,Michael Norton,"NCE approved through May 31, 2017. NCE letter sent to PI (P Singh) and AC (M Cole) and attached here.",Internal Note,Completed,Normal,00539000004pukIAAQ,Post Award Note--2016/08/31 Michael Norton
1010074,2016-12-07,Michael Norton,Sent PI prompt for Final Report.,Internal Note,Completed,Normal,00539000004pukIAAQ,Post Award Note--2016/12/07 Michael Norton
1010075,2016-12-07,Michael Norton,Sent PI prompt for Final Report.,Internal Note,Completed,Normal,00539000004pukIAAQ,Post Award Note--2016/12/07 Michael Norton
1010027,2016-12-14,Patricia Boynton,IR scored YELLOW by JKJ: Pali and his students are unlikely to take these projects beyond projects .... slim chance that one gets a fullbright and continues but the rest will die a quick death. He just is not focused on eship.,Internal Note,Completed,Normal,00570000001K3bpAAC,Post Award Note--2016/12/14 Patricia Boynton
1010075,2017-01-12,Michael Norton,"Received Final Report, $95.03 unspent, forwarding to finance to send invoice. Link to FR with FER attached.",Internal Note,Completed,Normal,00539000004pukIAAQ,Post Award Note--2017/01/12 Michael Norton
1010027,2017-05-16,Brenna Breeding,NCE and Reall approved and letter sent to PI (P Singh) and AC (M Cole). NCE and Reall letter attached.,Internal Note,Completed,Normal,00539000005UlQaAAK,Post Award Note--2017/05/16 Brenna Breeding
1010074,2017-06-28,Brenna Breeding,Prompted again for final report.,Internal Note,Completed,Normal,00539000005UlQaAAK,Post Award Note--2017/06/28 Brenna Breeding
1010074,2017-08-11,Patricia Boynton,"Received FER, $6482.16 unspent. Forwarded to finance to invoice for balance.",Internal Note,Completed,Normal,00570000001K3bpAAC,Post Award Note--2017/08/11 Patricia Boynton
1010074,2017-09-01,Patricia Boynton,Unspent funds received,Internal Note,Completed,Normal,00570000001K3bpAAC,Post Award Note--2017/09/01 Patricia Boynton
1010074,2017-12-11,Patricia Boynton,"Received final FER, attached below. Report is mostly complete, waiting for info from partner in India.",Internal Note,Completed,Normal,00570000001K3bpAAC,Post Award Note--2017/12/11 Patricia Boynton
